name,url,year,rating,votes,plot
Assassin's Creed IV: Black Flag,https://www.imdb.com/title/tt2739708/?ref_=adv_li_tt,2013,8.7,"16,919","A video game where you play as sailor, privateer and assassin Edward Kenway exploring on and around the islands in the Caribbean Sea during the early 17th century."
Assassin's Creed: Bloodlines,https://www.imdb.com/title/tt2399780/?ref_=adv_li_tt,2009,6.4,302,"Direct sequel to Assassin's Creed (2007), depicting the journey of the Assassin Altaïr Ibn-La'Ahad to the island of Cyprus."
Assassin's Creed: Brotherhood,https://www.imdb.com/title/tt1699759/?ref_=adv_li_tt,2010,8.7,"15,573","Desmond Miles continues to travel the memories of Ezio Auditore, bringing him to turn-of-the-century Rome with Ezio rebuilding the assassin order to bring down the tyrannical Borgia rule."
Assassin's Creed: Revelations,https://www.imdb.com/title/tt1928116/?ref_=adv_li_tt,2011,8.3,"13,102","Ezio travels to Constantinople, at the peak of the Ottoman Empire to discover the truth behind his Ancestor, Altair, which will help him retrieve a powerful weapon hidden within Masyaf, the ancient assassins' fortress."
Assassin's Creed: Rogue,https://www.imdb.com/title/tt4117250/?ref_=adv_li_tt,2014,7.7,"4,166","Bridging the gap between Assassin's Creed IV and III, as tragedy and failure force Shay Cormac to question his own Creed. The Assassin turns Templar and embarks on a quest of vengeance and personal revelation, during the Seven Years' War."
Assassin's Creed: Unity,https://www.imdb.com/title/tt3947868/?ref_=adv_li_tt,2014,7.1,"6,987","Paris, 1789. You play as Arno Victor-Dorian, an assassin during the French Revolution. As the nation tears itself apart, Arno will expose the true powers behind the Revolution."
Assault Rigs,https://www.imdb.com/title/tt5112784/?ref_=adv_li_tt,1996,6.2,7,Add a Plot
Assault Suit Leynos,https://www.imdb.com/title/tt11916598/?ref_=adv_li_tt,2016,0.0,0,Add a Plot
Astonishia Story,https://www.imdb.com/title/tt0824658/?ref_=adv_li_tt,2006,0.0,0,Add a Plot
Astro Boy: The Video Game,https://www.imdb.com/title/tt1518192/?ref_=adv_li_tt,2009,5.5,65,"The player becomes Astro Boy, and take to the streets and skies on an epic adventure to save Metro City from the clutches of the evil President Stone and his robot army."
Asura's Wrath,https://www.imdb.com/title/tt1894414/?ref_=adv_li_tt,2012,7.7,334,"The demigod Asura loses his daughter and is imprisoned on Earth. Twelve millenia later, he escapes and seeks revenge - on the whole universe if need be!"
Atelier Ayesha: The Alchemist of Dusk,https://www.imdb.com/title/tt5771154/?ref_=adv_li_tt,2012,7.2,13,They know her. They're bad.
Atelier Escha & Logy: Alchemists of the Dusk Sky,https://www.imdb.com/title/tt5776880/?ref_=adv_li_tt,2013,6.1,11,The game's story takes place about four years after the beginning of Atelier Ayesha: The Alchemist of Dusk in a far away place to the west of the Twilight Land where the local ... See full summary »
Atelier Iris: Eternal Mana,https://www.imdb.com/title/tt0469441/?ref_=adv_li_tt,2004,8.2,66,"Guide young alchemist Klein Kiesling and his companions through the land of Regallzine in search of the fabled Avenberry, the ""City in the Sky."""
Atelier Shallie: Alchemists of the Dusk Sea,https://www.imdb.com/title/tt5776920/?ref_=adv_li_tt,2014,5.0,8,Atelier Shallie: Alchemists of the Dusk Sea is the sixteenth game in the Atelier series and the third game in the Dusk subseries that focuses less on the time management the series is known... See full summary »
Atelier Sophie: The Alchemist of the Mysterious Book,https://www.imdb.com/title/tt5792960/?ref_=adv_li_tt,2015,6.6,20,The protagonist of Atelier Sophie: ~The Alchemist of the Mysterious Book~ is the alchemist novice Sophie Neuenmuller who lives in a small town. One day she finds a speaking book which bears... See full summary »
Atelier Totori: The Adventurer of Arland,https://www.imdb.com/title/tt5763114/?ref_=adv_li_tt,2010,6.0,12,"Years after the events of the previous game, Atelier Rorona: The Alchemist of Arland, the poor kingdom of Arland has grown into a Republic. Due to the relatively weak Knights class, the ... See full summary »"
Atomic Betty,https://www.imdb.com/title/tt1012673/?ref_=adv_li_tt,2005,0.0,0,Add a Plot
Attack on Titan: Humanity in Chains,https://www.imdb.com/title/tt3692490/?ref_=adv_li_tt,2013,6.8,67,Go through the story of attack on Titan
Auto Modellista,https://www.imdb.com/title/tt5496248/?ref_=adv_li_tt,2003,6.1,12,Add a Plot
Avatar: The Game,https://www.imdb.com/title/tt1517155/?ref_=adv_li_tt,2009,5.9,762,"When conflict erupts on the planet of Pandora between a space-faring consortium and the Na'vi, gamers will find themselves thrust into a fight for the heart of a planet and the fate of a civilization."
Avatar: The Last Airbender - Into the Inferno,https://www.imdb.com/title/tt1459460/?ref_=adv_li_tt,2008,7.5,178,"Like the previous two games in the series, which were set in the first and second seasons, Avatar: The Last Airbender - Into the Inferno is based upon the show's third and final season."
Avatar: The Last Airbender - The Burning Earth,https://www.imdb.com/title/tt1459461/?ref_=adv_li_tt,2007,7.0,170,Aang and the gang head into Earth Nation territory.
Azure Dreams,https://www.imdb.com/title/tt11221528/?ref_=adv_li_tt,1997,0.0,0,A young boy must traverse a treasure-filled tower that contains a host of monsters in order to discover what happened to his father years before.
Azurik: Rise of Perathia,https://www.imdb.com/title/tt0303701/?ref_=adv_li_tt,2001,7.2,24,"Azurik the main protagonist, journeys through the vast world of Perathia gathering elemental disc fragments scattered across the many realms."
BMX XXX,https://www.imdb.com/title/tt0366204/?ref_=adv_li_tt,2002,5.7,77,"Perform cool tricks, stunts, rank up a high score and get a friend in on the action with multi-player mode with BMX XXX."
BRAHMA Force: The Assault on Beltlogger 9,https://www.imdb.com/title/tt0499186/?ref_=adv_li_tt,1996,5.5,9,"A mech-based FPS; pilot your Bipedal Robotic Assault Heavy Mechanized Armor (built by Bronx Industries, of course) through the Beltlogger 9 excavation colony - and discover what happened to... See full summary »"
Backyard Wrestling 2: There Goes the Neighborhood,https://www.imdb.com/title/tt0433334/?ref_=adv_li_tt,2004,7.2,35,"Backyard Wrestling 2: TGTN is about a challenge on the news. The challenge states that people shall compete to win the cash prize, which is around 2 million dollars, so you must prove you ... See full summary »"
Backyard Wrestling: Don't Try This at Home,https://www.imdb.com/title/tt0353215/?ref_=adv_li_tt,2003,5.8,58,Wrestling like ecw with a Insane Clown Posse flair it takes you to dramatic ending with created character in a tv studio
Bad Boys: Miami Takedown,https://www.imdb.com/title/tt1233516/?ref_=adv_li_tt,2004,6.1,101,"Based on the action-comedy movie ""Bad Boys II"", featuring all the fast pace and nonstop action of the movie. Mike Lowrey and Marcus Burnett of the Tactical Narcotics Team are back to fight ... See full summary »"
Bahamut Lagoon,https://www.imdb.com/title/tt0434783/?ref_=adv_li_tt,1996,8.1,33,"When the Kingdom of Kahna, gets conquered by the Granbelos Empire, headed by Emperor Sauzer, the rebel alliance called The Resistance, set out on a journey to liberate the skies of Orelus from the clutches of the Granbelos Empire."
Baldur's Gate: Dark Alliance,https://www.imdb.com/title/tt0298750/?ref_=adv_li_tt,2001,8.0,358,"The game begins with Vahn, Adrianna and Kromlech arriving in Baldur's Gate, whereupon they are attacked by a group of thieves led by Karne (voiced by Michael Bell). The thieves are about to... See full summary »"
Baldur's Gate: Dark Alliance II,https://www.imdb.com/title/tt0375579/?ref_=adv_li_tt,2004,7.8,197,Add a Plot
Banjo-Kazooie,https://www.imdb.com/title/tt0273105/?ref_=adv_li_tt,1998,8.5,"1,748","The witch Gruntilda has captured Banjo's beloved sister, intending to leech the girl's youth and beauty through black magic and mad science. Banjo and Kazooie set out across nine worlds to get her back."
Banjo-Kazooie: Grunty's Revenge,https://www.imdb.com/title/tt0312424/?ref_=adv_li_tt,2003,6.8,78,"Gruntilda has returned to create more havoc for Banjo and Kazooie. In their first hand-held adventure, the two must again team up to take on the evil witch and end her terror."
Banjo-Kazooie: Nuts & Bolts,https://www.imdb.com/title/tt0961103/?ref_=adv_li_tt,2008,5.6,267,"When Banjo and Kazooie reunite with the decapitated head of Gruntilda, Banjo and Gruntilda compete to determine who is the true owner of Spiral Mountain."
Banjo-Tooie,https://www.imdb.com/title/tt0276802/?ref_=adv_li_tt,2000,8.5,901,Gruntilda the witch is revived by her two sisters and seeks to steal the life essence of creatures to regain her complete body. Banjo and Kazooie travel various worlds in search of Jiggies to stop Grunty in her plans.
Barbie Explorer,https://www.imdb.com/title/tt7531826/?ref_=adv_li_tt,2001,6.3,11,"Run and jump platform game with some basic puzzles in which Barbie must beat levels set in African jungle, Tibet, Egypt and Babylon to collect four pieces of an artifact known as the Mystic Mirror and help a professor unlock its secret."
Barbie Horse Adventures: Riding Camp,https://www.imdb.com/title/tt9744682/?ref_=adv_li_tt,2008,0.0,0,Add a Plot
Barbie and the Three Musketeers,https://www.imdb.com/title/tt1723594/?ref_=adv_li_tt,2009,4.9,19,"Barbie and the Three Musketeers Join Barbie Aka Corinne on a fun filled journey to become a Musketeer! Corinne has lived on a farm all her life, and she finally gets the chance to go to the... See full summary »"
Barbie: Groom and Glam Pups,https://www.imdb.com/title/tt19356158/?ref_=adv_li_tt,2010,0.0,0,"Barbie Groom and Glam Pups is a video game. It was released on November 16, 2010 for Wii and Nintendo DS,[7] and it was later released on August 15, 2013 as a Nintendo 3DS Game Card"
Barnyard,https://www.imdb.com/title/tt3297534/?ref_=adv_li_tt,2006,7.1,145,Otis is a carefree cow who prefers playing with his friends rather than accept responsibility.
Baroque,https://www.imdb.com/title/tt1238723/?ref_=adv_li_tt,2008,5.4,11,"Set after a world-altering cataclysm called the Blaze that took place on May 14, 2032, the game focuses on a nameless, mute, and amnesiac protagonist."
Bass Hunter 64,https://www.imdb.com/title/tt5450908/?ref_=adv_li_tt,1999,0.0,0,Add a Plot
Batman & Robin,https://www.imdb.com/title/tt0284883/?ref_=adv_li_tt,1998,4.6,244,"Choosing to play as either Batman, Robin or Batgirl, you must defeat Mr Freeze, Poison Ivy and Bane before the time runs out. Based on the 1997 movie Batman & Robin."
Batman Begins,https://www.imdb.com/title/tt0450392/?ref_=adv_li_tt,2005,8.2,"13,737","You play as Batman and unleash your terror into the hearts of criminals, battling against foes such as Dr. Jonathan Crane/The Scarecrow, Ra's al Ghul, and Carmine ""The Roman"" Falcone."
Batman Forever: The Arcade Game,https://www.imdb.com/title/tt0290454/?ref_=adv_li_tt,1996,5.9,153,"Batman and Robin battle against The Riddler, Two-Face and an army of their thugs; based on 'Batman Forever (1995)'."
Batman: Arkham Asylum,https://www.imdb.com/title/tt1282022/?ref_=adv_li_tt,2009,9.2,"27,584",You control Batman as he fights to subdue The Joker and his fellow inmates when they seize control of the Asylum on Arkham Island.
Batman: Arkham City,https://www.imdb.com/title/tt1568322/?ref_=adv_li_tt,2011,9.4,"30,763","When part of Gotham is turned into a private reserve for criminals known as Arkham City, all hell is sure to break loose, and the Dark Knight is the only one who can stop it."
Batman: Arkham Knight,https://www.imdb.com/title/tt3554580/?ref_=adv_li_tt,2015,9.0,"18,970","With his back against the wall, Batman turns to his closest allies to help him save Gotham City from the clutches of Scarecrow and the Arkham Knight's army. A familiar face also returns to give The Dark Knight a message he cannot ignore."
Batman: Arkham Origins,https://www.imdb.com/title/tt2842418/?ref_=adv_li_tt,2013,8.2,"13,655","Years before the Arkham incidents, the neophyte Dark Knight finds himself the target of an open murder contract courtesy of Black Mask that draws eight of the world's deadliest assassins and a new criminal named The Joker."
Batman: Dark Tomorrow,https://www.imdb.com/title/tt0291745/?ref_=adv_li_tt,2003,3.9,158,Batman must stop Ra's al Ghul from taking over the world by traveling to his lair in the Himalayas.
Batman: Gotham City Racer,https://www.imdb.com/title/tt0281642/?ref_=adv_li_tt,2001,6.8,53,Add a Plot
Batman: Rise of Sin Tzu,https://www.imdb.com/title/tt0395109/?ref_=adv_li_tt,2003,6.9,334,"In Batman: Rise of Sin Tzu, a new villain who feeds off of dominance is in search of a new, difficult opponent. In Asia he hd heard of the Dark Knight of Gotham City, Batman, and has set up... See full summary »"
Batman: Vengeance,https://www.imdb.com/title/tt0285446/?ref_=adv_li_tt,2001,7.5,473,"When an elaborate scheme conceived by the Joker is set in motion, Batman embarks on a perlious journey to save Gotham from the clutches of his most dangerous adversaries."
Battalion Wars,https://www.imdb.com/title/tt0488497/?ref_=adv_li_tt,2005,7.1,48,"The evil Kaiser Vlad, seeking to take advantage of the standoff, has assembled an army of shock troops, forcing The Western Frontier and the Tundran Territories to ally and fight back."
Battalion Wars 2,https://www.imdb.com/title/tt2033953/?ref_=adv_li_tt,2007,7.2,14,Add a Plot
Battle Arena Toshinden,https://www.imdb.com/title/tt0206584/?ref_=adv_li_tt,1994,6.4,165,The first Battle Arena Toshinden video game.
Battle Arena Toshinden 3,https://www.imdb.com/title/tt0208721/?ref_=adv_li_tt,1996,6.7,34,The third Battle Arena Toshinden video game.
Battle Engine Aquila,https://www.imdb.com/title/tt0406564/?ref_=adv_li_tt,2003,7.9,14,Add a Plot
BattleForge,https://www.imdb.com/title/tt2304434/?ref_=adv_li_tt,2009,6.0,10,The gods are gone and the sun is beginning to die while under the surface of Nyn the mortals live in pain and fear. But not all is lost as the Sovereigns of the Heavens awaken and enter the... See full summary »
