name,url,year,rating,votes,plot,Key
Gex,https://www.imdb.com/title/tt0165025/?ref_=adv_li_tt,1995,7.3,146,"2D platformer about anthropomorphic lizard Gex, a quippish slacker who loves watching TV all day. A creature called Rez, the evil lord of the airways arranges that Gex gets sucked into the TV and ends up in his world of TV channels.",tt0165025
Chess Wars,https://www.imdb.com/title/tt0165146/?ref_=adv_li_tt,1996,0.0,0,This chess simulator uses short full motion video sequences to somewhat violently illustrate the moments when chess pieces capture one another. The setting is medieval England and murderous Black kingdom is invading the White kingdom.,tt0165146
Command & Conquer: Red Alert - Retaliation,https://www.imdb.com/title/tt0165179/?ref_=adv_li_tt,1998,7.4,244,Adaptation of two add-on packs created for the PC game Command & Conquer: Red Alert (1996).,tt0165179
Dune 2000,https://www.imdb.com/title/tt0165275/?ref_=adv_li_tt,1998,7.7,420,"In Dune 2000, the player commands one of the three Houses and must fight for control of the spice mélange on the planet Arrakis, or Dune.",tt0165275
Freelancer,https://www.imdb.com/title/tt0165789/?ref_=adv_li_tt,2003,8.8,524,You play a freelance pilot who makes a living as a mercenary who gets targeted in a conspiracy for alien artifacts.,tt0165789
Command & Conquer: Tiberian Sun,https://www.imdb.com/title/tt0165985/?ref_=adv_li_tt,1999,7.8,"1,665","Set in 2030, 30 years after the GDI had won the First Tiberium War in Command & Conquer (1995), following the second major war between the GDI of the United Nations, and the global terrorist organization known as the Brotherhood of Nod.",tt0165985
Star Wars: Rebel Assault II - the Hidden Empire,https://www.imdb.com/title/tt0166366/?ref_=adv_li_tt,1995,7.3,295,The Rebel Alliance battles Darth Vader's Phantom TIE Fighter project.,tt0166366
Under a Killing Moon,https://www.imdb.com/title/tt0166387/?ref_=adv_li_tt,1994,8.6,323,"In the year 2042, a clumsy noir gumshoe named Tex Murphy must stop a cult of religious fanatics who plan to destroy the human race.",tt0166387
Descent 3,https://www.imdb.com/title/tt0166568/?ref_=adv_li_tt,1999,8.0,59,"After a warp drive malfunction, the Material Defender finds himself barely alive, and falling into a sun. Saved from death by some locals, you discover that Dravis, head of the Post Terran ... See full summary »",tt0166568
Baldur's Gate,https://www.imdb.com/title/tt0167018/?ref_=adv_li_tt,1998,8.9,"1,835","The main character, ward of mystical monk Gorion, whose name, sex, race and class are defined by the players, leaves his order's keep for the first time and starts a journey to discover his true identity. But someone wants him dead.",tt0167018
"Sabrina, the Teenage Witch: Spellbound",https://www.imdb.com/title/tt0167385/?ref_=adv_li_tt,1998,8.1,88,"In the game, the player becomes Sabrina's best friend who must free her from a variety of spells that have gone hilariously wrong.",tt0167385
Descent: FreeSpace - The Great War,https://www.imdb.com/title/tt0169922/?ref_=adv_li_tt,1998,8.8,132,"As a pilot in the Galactic Terran Alliance you go on daring missions. However, while battling Vasudans, something far worse is discovered, the Shivans. You must lead the GTA fleet to destroy the Shivan flagship before it can reach Earth.",tt0169922
I'm Your Man,https://www.imdb.com/title/tt0171392/?ref_=adv_li_tt,1992,5.4,57,"Leslie must deliver evidence of Richard's illegal money siphoning scam to the FBI. She's to meet with an FBI contact at a trendy party, but mistakes a loser named Jack for him.",tt0171392
The Pandora Directive,https://www.imdb.com/title/tt0171606/?ref_=adv_li_tt,1996,8.9,268,"In a neo-noir post-WWIII future, an old man hires Tex Murphy, a witty mellow private detective, to find his friend, a former government scientist. The clues lead Tex to a serial killer, NSA and an ominous project called Pandora.",tt0171606
Black Dahlia,https://www.imdb.com/title/tt0172179/?ref_=adv_li_tt,1998,7.8,150,"As WWII approaches, special agent Jim Pearson is assigned to investigate US industrialist's ties to the occult German pro-Nazi Thule Society. This leads to Jim's perilous decades-long search for the apocalyptic Black Dahlia gemstone.",tt0172179
Blue's ABC Time,https://www.imdb.com/title/tt0174508/?ref_=adv_li_tt,1998,0.0,0,Add a Plot,tt0174508
Titanic: Adventure Out of Time,https://www.imdb.com/title/tt0176236/?ref_=adv_li_tt,1996,8.8,308,A video game about a british espionage agent sent back in time to a failed mission aboard Titanic. At stake: The fate of the entire world!,tt0176236
Apocalypse,https://www.imdb.com/title/tt0176457/?ref_=adv_li_tt,1998,7.3,792,Dystopian third person shooter in which a Rambo-like scientist must battle the armies of his demonically possessed mentor who plans to bring about the Apocalypse using the Four Horsemen masked as four powerful people to corrupt the world.,tt0176457
The Dark Eye,https://www.imdb.com/title/tt0176641/?ref_=adv_li_tt,1995,8.2,49,"Inspired by Poe's stories of the macabre, the game follows an unnamed protagonist, who's suffering from surreal nightmares. He's about to witness tragic events involving his brother Henry, Henry's fiancee Elise and his disapproving uncle.",tt0176641
Donkey Kong,https://www.imdb.com/title/tt0176664/?ref_=adv_li_tt,1981,7.4,"1,934",Jumpman must save Pauline from the giant ape Donkey Kong.,tt0176664
The Legend of Zelda,https://www.imdb.com/title/tt0176925/?ref_=adv_li_tt,1986,8.6,"2,962","Follows the story of a young boy named Link that must save a kidnapped princess from the evil, demonic Ganon, who put a spell on his lair which can only be removed with the 3 pieces of the Triforce, a golden triangle with mystical powers.",tt0176925
Mario Bros.,https://www.imdb.com/title/tt0176971/?ref_=adv_li_tt,1983,7.4,"1,384","Two plumber brothers, Mario and Luigi, come across unearthly creatures while searching sewer pipes, so they must do their job and clear the pipes.",tt0176971
Super Mario Bros.,https://www.imdb.com/title/tt0177266/?ref_=adv_li_tt,1985,8.9,"6,207",A plumber named Mario and his brother Luigi travel through the Mushroom Kingdom to save the princess from the evil Bowser.,tt0177266
Yellow Brick Road,https://www.imdb.com/title/tt0177395/?ref_=adv_li_tt,1996,0.0,0,A tactical turn-based strategy game with adventure elements that's inspired by the books about Oz by L. Frank Baum. You need to stop the invading forces of the Gnome King before they reach the Emerald City. Various Oz characters help you.,tt0177395
Grim Fandango,https://www.imdb.com/title/tt0177822/?ref_=adv_li_tt,1998,9.2,"3,525",Manuel Calavera is a travel agent in The Land of the Dead who has stumbled across a ring of corruption.,tt0177822
Toy Story,https://www.imdb.com/title/tt0178952/?ref_=adv_li_tt,1995,7.4,687,"Following the story from the film, players take control of Woody as he tries to save Buzz from the various problems that arise.",tt0178952
Toy Story,https://www.imdb.com/title/tt0178952/?ref_=adv_li_tt,1995,7.4,686,"Following the story from the film, players take control of Woody as he tries to save Buzz from the various problems that arise.",tt0178952
Super Godzilla,https://www.imdb.com/title/tt0180221/?ref_=adv_li_tt,1993,6.4,70,"The player is put in control of the Earth's mightiest monster, Godzilla. The Japanese military has designed a control device, allowing them to remotely control Godzilla. The device has been... See full summary »",tt0180221
X-Men vs. Street Fighter,https://www.imdb.com/title/tt0180318/?ref_=adv_li_tt,1996,7.9,507,The Street Fighters team up with the X-Men to halt the terror of Apocalypse.,tt0180318
X-Men vs. Street Fighter,https://www.imdb.com/title/tt0180318/?ref_=adv_li_tt,1996,7.9,506,The Street Fighters team up with the X-Men to halt the terror of Apocalypse.,tt0180318
Metal Gear Solid,https://www.imdb.com/title/tt0180825/?ref_=adv_li_tt,1998,9.6,"11,780","A crack government anti-terrorist squad takes over an obscure Alaskan nuclear disposal facility. Solid Snake is up for the task to infiltrate the facility, rescue the two hostages and thwart the terrorists' plans.",tt0180825
Need for Speed III: Hot Pursuit,https://www.imdb.com/title/tt0180864/?ref_=adv_li_tt,1998,7.6,"1,169","Players have the opportunity to race the world's most exotic sports cars on a number of tracks. They can either attempt to evade the police, or play as the law enforcement, and track down speedsters.",tt0180864
Oddworld: Abe's Exoddus,https://www.imdb.com/title/tt0180881/?ref_=adv_li_tt,1998,8.6,539,Abe returns in this sequel to rescue the Mudokon slaves from Necrum Mines.,tt0180881
Soul Blade,https://www.imdb.com/title/tt0181016/?ref_=adv_li_tt,1996,8.0,277,"Set in the 16th century, the game revolves around a pair of twin swords full of evil spirits and 8 people who seek them: Hwang - a Korean warrior who wants to use the swords to save his ... See full summary »",tt0181016
Tekken 3,https://www.imdb.com/title/tt0181047/?ref_=adv_li_tt,1997,8.4,"2,855","19 years after the second King of Iron Fist Tournament, Heihachi Mishima hosts the third Tournament to attract Toshin, a God who killed the mother of his grandson, Jin Kazama.",tt0181047
Tekken 3,https://www.imdb.com/title/tt0181047/?ref_=adv_li_tt,1997,8.4,"2,854","19 years after the second King of Iron Fist Tournament, Heihachi Mishima hosts the third Tournament to attract Toshin, a God who killed the mother of his grandson, Jin Kazama.",tt0181047
WCW: Nitro,https://www.imdb.com/title/tt0181143/?ref_=adv_li_tt,1998,6.0,102,"WCW Nitro is a video game based on the popular television show featuring Hulk Hogan, Sting, Ric Flair, and other members of the iconic NWO. Kevin Nash and Scott Hall along with Hulk Hogan ... See full summary »",tt0181143
Crash Bandicoot 2: Cortex Strikes Back,https://www.imdb.com/title/tt0181421/?ref_=adv_li_tt,1997,8.5,"2,368",Crash Bandicoot is on an adventure to collect crystals and help Dr. Neo Cortex save the world.,tt0181421
Crash Bandicoot 2: Cortex Strikes Back,https://www.imdb.com/title/tt0181421/?ref_=adv_li_tt,1997,8.5,"2,367",Crash Bandicoot is on an adventure to collect crystals and help Dr. Neo Cortex save the world.,tt0181421
Crash Bandicoot: Warped,https://www.imdb.com/title/tt0181422/?ref_=adv_li_tt,1998,8.8,"2,484","Crash Bandicoot, Aku Aku and Coco travel through time to stop Dr. Cortex and Aku Aku's evil twin brother Uka Uka from enslaving Earth.",tt0181422
Crash Bandicoot: Warped,https://www.imdb.com/title/tt0181422/?ref_=adv_li_tt,1998,8.8,"2,485","Crash Bandicoot, Aku Aku and Coco travel through time to stop Dr. Cortex and Aku Aku's evil twin brother Uka Uka from enslaving Earth.",tt0181422
Bloodwings: Pumpkinhead's Revenge,https://www.imdb.com/title/tt0182839/?ref_=adv_li_tt,1995,5.0,66,"""Bloodwings: Pumpkinhead's Revenge"" is a first-person shooter computer game based off the movie with the same name.",tt0182839
Corpse Killer,https://www.imdb.com/title/tt0182931/?ref_=adv_li_tt,1994,5.6,89,"An elite special forces soldier, who parachutes onto a remote tropical island for a special mission. It seems the evil genius Dr. Hellman has found a way to raise the dead, and created an ... See full summary »",tt0182931
Don't Quit Your Day Job,https://www.imdb.com/title/tt0182997/?ref_=adv_li_tt,1996,5.8,21,"Watch various stand-ups while you try to get one of the stand-up performers to sign with your talent agency. If you drop the ball, you have to play mini-games and then try again.",tt0182997
Double Switch,https://www.imdb.com/title/tt0183005/?ref_=adv_li_tt,1993,6.9,139,"A young man named Eddie has been locked in the basement of his apartment complex. Living there are a grumpy handyman, a young female reporter, two young women living as roommates, an ex-con... See full summary »",tt0183005
Dune II: The Building of a Dynasty,https://www.imdb.com/title/tt0183020/?ref_=adv_li_tt,1992,8.6,398,"The honourable Atreides, the violent Harkonnen and the insidious Ordos fight a war for the control of Arrakis, the only planet where the valuable Spice can be found.",tt0183020
Fallout 2: A Post-Nuclear Role-Playing Game,https://www.imdb.com/title/tt0183066/?ref_=adv_li_tt,1998,9.4,"3,861","In a post-nuclear future, the descendant of an ancient exiled hero must leave his tribe in search of the Garden of Eden Creation Kit, the last chance of survival for his people.",tt0183066
Mighty Morphin Power Rangers,https://www.imdb.com/title/tt0183515/?ref_=adv_li_tt,1994,7.1,229,Play as the Mighty Morphin Power Rangers as you save the planet from evil.,tt0183515
Star Wars: Rogue Squadron,https://www.imdb.com/title/tt0183816/?ref_=adv_li_tt,1998,7.9,867,"Luke Skywalker leads the Rebel Alliance's elite starfighter unit, Rogue Squadron, into battle against the Empire.",tt0183816
Thunder in Paradise Interactive,https://www.imdb.com/title/tt0183890/?ref_=adv_li_tt,1995,6.8,56,"After helping the cast shoot ""The Major and the Minor"" episode, the player gets to pick whether to watch, play or watch & play it. Spence is testing the M.A.J.O.R, an android VR soldier, when terrorist Darius Rampike intervenes.",tt0183890
The 3-D Battles of World Runner,https://www.imdb.com/title/tt0184180/?ref_=adv_li_tt,1987,5.8,32,Add a Plot,tt0184180
Godzilla: Monster of Monsters,https://www.imdb.com/title/tt0184529/?ref_=adv_li_tt,1988,6.6,101,"Planet X appears when Pluto and Neptune switch positions in the solar system, and its inhabitants begin an attempt to conquer the Earth, using a group of monsters as their primary attack ... See full summary »",tt0184529
The Legend of Zelda: Ocarina of Time,https://www.imdb.com/title/tt0184666/?ref_=adv_li_tt,1998,9.6,"9,526",A young Kokiri boy discovers that his destiny is to free the Seven Sages and save the land of Hyrule from the treacherous sorcerer Ganondorf.,tt0184666
Lode Runner,https://www.imdb.com/title/tt0184682/?ref_=adv_li_tt,1983,7.0,139,"A character named Lode Runner must traverse and dig through fanciful designs of architecture to collect tons of gold, while utilizing physics and avoiding man-crushing, though foolish, guards.",tt0184682
Mach Rider,https://www.imdb.com/title/tt0184692/?ref_=adv_li_tt,1985,5.7,35,Add a Plot,tt0184692
Noctropolis,https://www.imdb.com/title/tt0184785/?ref_=adv_li_tt,1994,7.5,47,"Peter Grey is a guy who owns a bookstore and is a huge fan of the ""Darksheer"" comic book series. Darksheer is a superhero, and with his partner Stiletto, a former supervillain, is the ... See full summary »",tt0184785
Raid on Bungeling Bay,https://www.imdb.com/title/tt0184845/?ref_=adv_li_tt,1984,6.2,21,Add a Plot,tt0184845
Wrecking Crew,https://www.imdb.com/title/tt0185017/?ref_=adv_li_tt,1984,6.5,78,A launch title for the Nintendo NES. A puzzle-platformer in which Mario attempts to break down all the walls and ladders he can with a hammer on each of 100 levels.,tt0185017
